Hence, JSK as an Autonomous Body can be closed as it can be administered by the Department as a fund.	ಹೀಗಾಗಿ ಇದನ್ನು ಇಲಾಖೆಯ ನಿಧಿಯಿಂದಲೇ ನಿರ್ವಹಿಸಬಹುದಾದ ಕಾರಣ, ಸ್ವಾಯತ್ತ ಕಾಯವಾಗಿ ಜೆ.ಎಸ್.ಕೆ.ಯನ್ನು ಮುಚ್ಚಬಹುದಾಗಿದೆ.
Background:	ಹಿನ್ನೆಲೆ:
Based on the recommendations of Expenditure Management Commission, NITI Aayog had undertaken a review of the 19 Autonomous Bodies, under the DoHFW, that have been formed under Societies Registration Act, 1860 (SRA) and submitted the Interim Report of the Committee for the Review of ABs with recommendations to rationalize the same.	ವೆಚ್ಚ ನಿರ್ವಹಣಾ ಆಯೋಗದ ಶಿಫಾರಸುಗಳ ಆಧಾರದ ಮೇಲೆ, ನೀತಿ ಆಯೋಗವು, ಸೊಸೈಟಿಗಳ ನೋಂದಣಿ ಕಾಯಿದೆ1860 (ಎಸ್.ಆರ್.ಎ) ಅಡಿಯಲ್ಲಿ ಮತ್ತು 1971 ರ ಡಿಒಎಚ್ಎಫ್.ಡಬ್ಲ್ಯೂ ಅಡಿಯಲ್ಲಿ ರಚನೆಯಾದ 19 ಸ್ವಾಯತ್ತ ಕಾಯಗಳ ಪರಾಮರ್ಶೆ ಕೈಗೊಂಡಿದ್ದು, ಅವುಗಳನ್ನು ತರ್ಕಬದ್ಧಗೊಳಿಸುವ ಶಿಫಾರಸುಗಳೊಂದಿಗೆ ಸಮಿತಿಗೆ ಸ್ವಾಯತ್ತ ಕಾಯಗಳ ಪರಾಮರ್ಶೆಯ ಮಧ್ಯಂತರ ವರದಿಯನ್ನು ಸಲ್ಲಿಸಿದೆ.
The main concern of the Government is that ABs are required to be reviewed and rationalised with a view to improve their outcomes, effectiveness and efficiency, utilisation of financial and human resources, synergy, governance and relevance in current policy and programme context, with improved monitoring and oversight.	ಸ್ವಾಯತ್ತ ಕಾಯಗಳ ಫಲಪ್ರದತೆಯ ದಕ್ಷತೆ, ಸಾಮರ್ಥ್ಯ, ಅವುಗಳ ಹಣ ಮತ್ತು ಮಾನವ ಶಕ್ತಿಯ ಬಳಕೆ, ಆಡಳಿತ ಮತ್ತು ಪ್ರಸಕ್ತ ನೀತಿ ಕಾರ್ಯಕ್ರಮಗಳ ಸನ್ನಿವೇಶದಲ್ಲಿ ಪ್ರಸಕ್ತತೆಯ ಸುಧಾರಣೆ ದೃಷ್ಟಿಯಿಂದ ಅವುಗಳ ಸುಧಾರಿತ ನಿಗಾ ಮತ್ತು ಪರಾಮರ್ಶೆಯ ಮತ್ತು ತರ್ಕಬದ್ಧೀಕರಣದ ಅಗತ್ಯವಿದೆ ಎಂಬುದು ಸರ್ಕಾರದ ಮುಖ್ಯ ಕಾಳಜಿಯಾಗಿದೆ.
Prime Minister Narendra Modi met Her Majesty Queen Maxima of the Kingdom of the Netherlands today.	ರಾಣಿ ಮ್ಯಾಕ್ಸಿಮಾ ಅವರು ವಿಶ್ವಸಂಸ್ಥೆಯ ಪ್ರಧಾನ ಕಾರ್ಯದರ್ಶಿಯವರ ಅಭಿವೃದ್ಧಿಯಾಗಿ ಹಣಕಾಸಿಗೆ ಸಂಬಂಧಿಸಿದಂತೆ ವಿಶೇಷ ಪ್ರತಿನಿಧಿಯಾಗಿ ಭಾರತಕ್ಕೆ ಭೇಟಿ ನೀಡಿದ್ದಾರೆ.
Queen Maxima is visiting India in her capacity as UN Secretary-General’s Special Advocate for Inclusive Finance for Development.	ಪ್ರಧಾನಮಂತ್ರಿ ಶ್ರೀ ನರೇಂದ್ರ ಮೋದಿ ಹಾಗು ರಾಣಿ ಮ್ಯಾಕ್ಸಿಮಾ ಅವರು ಭಾರತ ಸರ್ಕಾರದಿಂದ ಕಳೆದ ಕೆಲವು ವರ್ಷಗಳಲ್ಲಿ ಕೈಗೊಳ್ಳಲಾದ ಹಲವು ಉಪಕ್ರಮಗಳ ಕುರಿತು ಚರ್ಚಿಸಿದರು.
Prime Minister Modi and Queen Maxima discussed the various initiatives taken in the last few years by the Government of India for enhancing financial inclusion in India, such as Jan Dhan Yojana, Pradhan Mantri Jeevan Jyoti Bima Yojana, Pradhan Mantri Suraksha Bima Yojana, and Atal Pension Yojana.	ಇವುಗಳಲ್ಲಿ ಜನಧನ್ ಯೋಜನೆ, ಪ್ರಧಾನಮಂತ್ರಿ ಜೀವನ ಜ್ಯೋತಿ ವಿಮಾ ಯೋಜನೆ, ಪ್ರಧಾನಮಂತ್ರಿ ಸುರಕ್ಷಾ ವಿಮಾ ಯೋಜನೆ ಮತ್ತು ಅಟಲ್ ಪೆನ್ಷನ್ ಯೋಜನೆ ಸೇರಿದೆ.
Queen Maxima appreciated the progress achieved by these initiatives.	ರಾಣಿ ಮ್ಯಾಕ್ಸಿಮಾ ಅವರು ಈ ಯೋಜನೆಗಳಿಂದ ಸಾಧಿಸಿದ ಪ್ರಗತಿಯನ್ನು ಶ್ಲಾಘಿಸಿದರು.
The two leaders also discussed global development finance.	ಜಾಗತಿಕ ಅಭಿವೃದ್ಧಿ ಹಣಕಾಸಿನ ಕುರಿತು ಈ ಇಬ್ಬರೂ ನಾಯಕರು ಚರ್ಚಿಸಿದರು.
Queen Maxima appreciated India’s efforts in this direction, through the Indian Technical and Economic Cooperation (ITEC) scheme and provision of concessional Lines of Credit for development projects abroad, based on the host government’s requirements and priorities.	ಭಾರತೀಯ ತಂತ್ರಜ್ಞಾನ ಮತ್ತು ಆರ್ಥಿಕ ಸಹಕಾರ ಯೋಜನೆ ಮತ್ತು ವಿದೇಶಿ ಅಭಿವೃದ್ಧಿಯ ಯೋಜನೆಗಳಿಗೆ ಸರ್ಕಾರದ ಅಗತ್ಯತೆ ಮತ್ತು ಆದ್ಯತೆಗಳ ಆಧಾರದ ಮೇಲೆ ಸಾಲ ನೀಡುವ ದಿಕ್ಕಿನಲ್ಲಿ ಭಾರತದ ಪ್ರಯತ್ನಗಳನ್ನು ರಾಣಿ ಮ್ಯಾಕ್ಸಿಮಾ ಶ್ಲಾಘಿಸಿದರು.
The Union Cabinet, chaired by the Prime Minister Shri Narendra Modi, has given its ex-post facto approval for amendments to Section 44 and consequential amendments of the Lokpal and Lokayuktas Act, 2013 by introducing the Lokpal and Lokayuktas (Amendment) Bill, 2016 in the Parliament.	ಲೋಕಪಾಲ್ ಮತ್ತು ಲೋಕಾಯುಕ್ತರ (ತಿದ್ದುಪಡಿ) ಮಸೂದೆ 2016ನ್ನು ಸಂಸತ್ತಿನ ಮಂಡಿಸುವ ಮೂಲಕ ಲೋಕಪಾಲ್ ಮತ್ತು ಲೋಕಾಯುಕ್ತರ ಕಾಯಿದೆ 2013ರ ಸಾಂದರ್ಭಿಕ ತಿದ್ದುಪಡಿಗಳಿಗೆ ಮತ್ತು ಸೆಕ್ಷನ್ 44ಕ್ಕೆ ತಿದ್ದುಪಡಿ ತರಲು ಪ್ರಧಾನಮಂತ್ರಿ ಶ್ರೀ ನರೇಂದ್ರ ಮೋದಿ ಅವರ ಅಧ್ಯಕ್ಷತೆಯಲ್ಲಿಂದು ನಡೆದ ಕೇಂದ್ರ ಸಚಿವ ಸಂಪುಟ ಸಭೆ ಪೂರ್ವಾನ್ವಯ ಅನುಮತಿ ನೀಡಿದೆ.
The approved amendments will address concerns and apprehensions expressed by different categories of public servants and addresses the difficulties being faced in implementing the provision of section 44 of the Lokpal and Lokayuktas Act, 2013.	ಅನುಮೋದನೆಗೊಂಡಿರುವ ತಿದ್ದುಪಡಿಗಳು ಲೋಕಪಾಲ ಮತ್ತು ಲೋಕಾಯುಕ್ತರ ಕಾಯಿದೆ 2013ರ ಸೆಕ್ಷನ್ 44ರ ನಿಬಂಧನೆಗಳನ್ನು ಜಾರಿ ಮಾಡುವಾಗ ಎದುರಿಸಿದ ತೊಡಕುಗಳನ್ನು ನಿವಾರಿಸಲು ಮತ್ತು ವಿವಿಧ ವರ್ಗಗಳ ಸಾರ್ವಜನಿಕ ಸೇವಕರು ವ್ಯಕ್ತಪಡಿಸಿದ ಕಳವಳವನ್ನು ಪರಿಹರಿಸಲಿವೆ.
The amendments are in line with one of the recommendations of the Standing Committee.	ಸ್ಥಾಯಿ ಸಮಿತಿಯ ಶಿಫಾರಸುಗಳಲ್ಲಿ ಒಂದರ ಅನುಸಾರವಾಗಿ ಈ ತಿದ್ದುಪಡಿ ಇದೆ.
On the occasion of Ambedkar Jayanti today, Prime Minister Narendra Modi inaugurated a Health and Wellness Centre, to mark the launch of the Union Government’s ambitious Health Assurance Programme – Ayushman Bharat.	ಅಂಬೇಡ್ಕರ್ ಜಯಂತಿಯ ದಿನವಾದ ಇಂದು, ಪ್ರಧಾನಮಂತ್ರಿ ನರೇಂದ್ರ ಮೋದಿ ಅವರು, ಕೇಂದ್ರ ಸರ್ಕಾರದ ಮಹತ್ವಾಕಾಂಕ್ಷೆಯ ಆರೋಗ್ಯ ಖಾತ್ರಿ ಕಾರ್ಯಕ್ರಮ – ಆಯುಷ್ಮಾನ್ ಭಾರತಕ್ಕೆ ಚಾಲನೆ ನೀಡುವ ಅಂಗವಾಗಿ, ಆರೋಗ್ಯ ಮತ್ತು ಕ್ಷೇಮ ಕೇಂದ್ರಗಳನ್ನು ಉದ್ಘಾಟಿಸಿದರು.
The Centre was inaugurated at Jangla Development Hub, in the aspirational district of Bijapur in Chhattisgarh.	ಈ ಕೇಂದ್ರವನ್ನು ಛತ್ತೀಸಗಢದ ಆಕಾಂಕ್ಷೆಯ ಜಿಲ್ಲೆ ಬಿಜಾಪುರದ ಜಂಗ್ಲಾ ಅಭಿವೃದ್ಧಿ ತಾಣದಲ್ಲಿ ಉದ್ಘಾಟಿಸಲಾಯಿತು.
In the course of over one hour, the Prime Minister interacted with a number of people, and was briefed on several development initiatives at the development hub.	ಒಂದು ಗಂಟೆ ಅವಧಿಯಲ್ಲಿ ಪ್ರಧಾನಿಯವರು ಹಲವಾರು ಜನರೊಂದಿಗೆ ಸಂವಾದ ನಡೆಸಿದರು, ಅಭಿವೃದ್ಧಿ ತಾಣದಲ್ಲಿ ಅವರಿಗೆ ಹಲವು ಅಭಿವೃದ್ಧಿ ಉಪಕ್ರಮಗಳ ಬಗ್ಗೆ ಸಂಕ್ಷಿಪ್ತ ಮಾಹಿತಿ ನೀಡಲಾಯಿತು.
At the inauguration of the Health and Wellness Centre, he interacted with ASHA workers.	ಆರೋಗ್ಯ ಮತ್ತು ಕ್ಷೇಮ ಕೇಂದ್ರ ಉದ್ಘಾಟನೆಯಲ್ಲಿ, ಅವರು ಆಶಾ ಕಾರ್ಯಕರ್ತರೊಂದಿಗೆ ಮಾತುಕತೆ ನಡೆಸಿದರು.
He visited a model Anganwadi Centre, and interacted with Anganwadi workers and beneficiary children of Poshan Abhiyan.	ಮಾದರಿ ಅಂಗನವಾಡಿ ಕೇಂದ್ರಕ್ಕೆ ಭೇಟಿ ನೀಡಿ, ಅಂಗನವಾಡಿ ಕಾರ್ಯಕರ್ತರು ಮತ್ತು ಪೋಷಣ್ ಅಭಿಯಾನದ ಬಾಲ ಫಲಾನುಭವಿಗಳೊಂದಿಗೆ ಸಂವಾದ ನಡೆಸಿದರು.
He visited a Haat Bazaar Health Kiosk and interacted with health workers.	ಹಾತ್ ಬಜಾರ್ ಆರೋಗ್ಯ ಕಿಯೋಸ್ಕ್ ಗೆ ಭೇಟಿ ನೀಡಿ, ಆರೋಗ್ಯ ಕಾರ್ಯಕರ್ತರೊಂದಿಗೆ ಸಂವಾದ ನಡೆಸಿದರು.
The Prime Minister then arrived at the venue of the public meeting.	ಬಳಿಕ ಪ್ರಧಾನಮಂತ್ರಿಯವರು ಸಾರ್ವಜನಿಕ ಸಭೆಯ ಸ್ಥಳಕ್ಕೆ ಆಗಮಿಸಿದರು.
He launched the Van Dhan Yojana, which aims at empowering tribal communities.	ಅಲ್ಲಿ ಅವರು ಬುಡಕಟ್ಟು ಸಮುದಾಯದ ಸಬಲೀಕರಣದ ಗುರಿ ಹೊಂದಿರುವ ವನ್ ಧನ್ ಯೋಜನೆಗೆ ಚಾಲನೆ ನೀಡಿದರು.
Via video conference, the Prime Minister dedicated to the nation, the Bhanupratappur-Gudum Railway Line.	ವಿಡಿಯೋ ಸಂವಾದದ ಮೂಲಕ ಪ್ರಧಾನಮಂತ್ರಿಯವರು ಭಾನುಪ್ರತಾಪಪುರ – ಗುಡುಂ ರೈಲು ಮಾರ್ಗವನ್ನು ದೇಶಕ್ಕೆ ಸಮರ್ಪಿಸಿದರು.
He flagged off a train between Dalli Rajhara and Bhanupratappur.	ದಲ್ಲಿ ರಾಜ್ ಹರ ಮತ್ತು ಭಾನುಪ್ರತಾಪಪುರ್ ನಡುವಿನ ರೈಲಿಗೂ ಅವರು ಹಸಿರು ನಿಶಾನೆ ತೋರಿಸಿದರು.
He also inaugurated a dialysis centre at Bijapur Hospital.	ಬಿಜಾಪುರ ಆಸ್ಪತ್ರೆಯಲ್ಲಿ ಡಯಾಲಿಸಿಸ್ ಕೇಂದ್ರವನ್ನೂ ಅವರು ಉದ್ಘಾಟಿಸಿದರು.
Addressing an enthusiastic gathering, the Prime Minister paid homage to the martyrs from the region who had fought against British Imperialism.	ಉತ್ಸಾಹಿ ಜನಸ್ತೋಮ ಉದ್ದೇಶಿಸಿ ಭಾಷಣ ಮಾಡಿದ ಅವರು, ಬ್ರಿಟಿಷ್ ಸಾಮ್ರಾಜ್ಯಶಾಹಿ ವಿರುದ್ಧ ಹೋರಾಡಿದ ಆ ಪ್ರದೇಶದ ಹುತಾತ್ಮರಿಗೆ ಶ್ರದ್ಧಾಂಜಲಿ ಸಲ್ಲಿಸಿದರು.
He also paid homage to the security personnel who laid down their lives in Naxal-Maoist attacks, in the region.	ವಲಯದಲ್ಲಿ ನಕ್ಸಲ್ ಮಾವೋವಾದಿ ದಾಳಿಯಲ್ಲಿ ಮಡಿದ ಭದ್ರತಾ ಸಿಬ್ಬಂದಿಗೂ ಅವರು ಶ್ರದ್ಧಾಂಜಲಿ ಸಲ್ಲಿಸಿದರು.
The Prime Minister noted that the Union Government had earlier launched two significant development initiatives, the Syama Prasad Mukherjee Rurban Mission, and the Pradhan Mantri Gramin Awaas Yojana, from Chhattisgarh.	ಕೇಂದ್ರ ಸರ್ಕಾರ ಈ ಮುನ್ನ ಎರಡು ಗಮನಾರ್ಹ ಅಭಿವೃದ್ಧಿ ಉಪಕ್ರಮಗಳಾದ ಶ್ಯಾಮ್ ಪ್ರಸಾದ್ ಮುಖರ್ಜಿ ರುರ್ಬನ್ ಅಭಿಯಾನ ಮತ್ತು ಪ್ರಧಾನಮಂತ್ರಿ ಗ್ರಾಮೀಣ ಆವಾಸ್ ಯೋಜನೆಯನ್ನು ಛತ್ತೀಸಗಢದಿಂದ ಆರಂಭಿಸಿದ್ದನ್ನು ಉಲ್ಲೇಖಿಸಿದರು.
Today he added, Ayushman Bharat and Gram Swaraj Abhiyan, are being launched from the State.	ಇಂದು ಆಯುಷ್ಮಾನ್ ಭಾರತ್ ಮತ್ತು ಗ್ರಾಮ್ ಸ್ವರಾಜ್ ಅಭಿಯಾನವನ್ನು ಈ ವೇದಿಕೆಯಿಂದ ಉದ್ಘಾಟಿಸಲಾಗುತ್ತಿದೆ ಎಂದರು.
He said that the Gram Swaraj Abhiyan would ensure that all development initiatives launched by the Union Government in the last four years, reach the poor and disadvantaged sections of society.	ಗ್ರಾಮ ಸ್ವರಾಜ್ ಅಭಿಯಾನವು ಕೇಂದ್ರ ಸರ್ಕಾರ ಕಳೆದ ನಾಲ್ಕು ವರ್ಷಗಳಿಂದ ಆರಂಭಿಸಿರುವ ಎಲ್ಲ ಅಭಿವೃದ್ಧಿ ಉಪಕ್ರಮಗಳು ಸಮಾಜದ ಬಡವರು ಮತ್ತು ದುರ್ಬಲರಿಗೆ ತಲುಪುವುದನ್ನು ಖಾತ್ರಿಪಡಿಸುತ್ತದೆ ಎಂದರು.
He said that the Gram Swaraj Abhiyan would extend from today till the 5th of May.	ಗ್ರಾಮ ಸ್ವರಾಜ್ ಅಭಿಯಾನ ಇಂದಿನಿಂದ ಆರಂಭವಾಗಿ ಮೇ 5ರವರೆಗೆ ನಡೆಯಲಿದೆ ಎಂದರು.
The Prime Minister said Babasaheb Ambedkar had a key role to play in the establishment of “aspiration” in the hearts and minds of crores of people.	ಬಾಬಾ ಸಾಹೇಬ್ ಅಂಬೇಡ್ಕರ್ ಅವರು ಕೋಟ್ಯಂತರ ಜನರ ಹೃದಯ ಮತ್ತು ಮನಸ್ಸಿನಲ್ಲಿ “ಮಹತ್ವಾಕಾಂಕ್ಷೆಯನ್ನು” ಸ್ಥಾಪಿಸುವಲ್ಲಿ ಪ್ರಮುಖ ಪಾತ್ರ ವಹಿಸಿದ್ದಾರೆ ಎಂದು ಪ್ರಧಾನ ಮಂತ್ರಿ ಹೇಳಿದರು.
Explaining the significance of holding this event in Bijapur today, the Prime Minister said that Bijapur is one of the over 100 aspirational districts in the country, which have got left behind in the development journey.	ಬಿಜಾಪುರದಲ್ಲಿ ಇಂದು ಕಾರ್ಯಕ್ರಮ ಆಯೋಜಿಸಿರುವ ಮಹತ್ವವನ್ನು ವಿವರಿಸಿದ ಪ್ರಧಾನಿ, ಅಭಿವೃದ್ಧಿಯ ಪಯಣದಲ್ಲಿ ಹಿಂದುಳಿದಿದ್ದ ದೇಶದ 100 ಜಿಲ್ಲೆಗಳಲ್ಲಿ ಬಿಜಾಪುರ ಒಂದಾಗಿದೆ ಎಂದರು.
He said he wants to convert these districts, hitherto labelled as “backward” into aspirational and ambitious districts.	ಇಲ್ಲಿಯವರೆಗೆ ಹಿಂದುಳಿದ ಜಿಲ್ಲೆ ಎಂಬ ಪಟ್ಟ ಕಟ್ಟಿಕೊಂಡಿರುವ ಇವುಗಳನ್ನು ಮಹತ್ವಾಕಾಂಕ್ಷೆಯ ಮತ್ತು ಆಶಯ ಜಿಲ್ಲೆಯಾಗಿ ಪರಿವರ್ತಿಸಲಾಗುವುದು ಎಂದರು.
These districts will no longer remain dependent and backward, he asserted.	ಈ ಜಿಲ್ಲೆಗಳು ಇನ್ನು ಮುಂದೆ ಅವಲಂಬಿತ ಮತ್ತು ಹಿಂದುಳಿದ ಜಿಲ್ಲೆ ಆಗಿ ಉಳಿಯುವುದಿಲ್ಲ ಎಂದರು.
He said that if the district administration, the public representatives and the people all join hands in a mass movement, then, unprecedented results can be achieved.	ಜಿಲ್ಲಾಡಳಿತ, ಜನ ಪ್ರತಿನಿಧಿಗಳು ಮತ್ತು ಜನರೆಲ್ಲರೂ ಈ ಸಾಮೂಹಿಕ ಚಳವಳಿಯಲ್ಲಿ ಕೈಜೋಡಿಸಿದರೆ, ಆಗ ಅಭೂತಪೂರ್ವವಾದ ಫಲಿತಾಂಶ ಬರುತ್ತದೆ ಎಂದರು.
He said the Government is working with a different approach on these 115 districts.	ಈ 115 ಜಿಲ್ಲೆಗಳಿಗೆ ಸಂಬಂಧಿಸಿದಂತೆ ಸರ್ಕಾರ ವಿಭಿನ್ನ ದೃಷ್ಟಿಕೋನದೊಂದಿಗೆ ಕಾರ್ಯೋನ್ಮುಖವಾಗಿದೆ ಎಂದರು.
He said each district faces its own challenges, and therefore, a different strategy is required in each case.	ಪ್ರತಿಯೊಂದು ಜಿಲ್ಲೆಯೂ ತನ್ನದೇ ಸವಾಲುಗಳನ್ನು ಎದುರಿಸುತ್ತಿವೆ, ಹೀಗಾಗಿ ಪ್ರತಿಯೊಂದು ಪ್ರಕರಣದಲ್ಲೂ ವಿಭಿನ್ನ ಕಾರ್ಯತಂತ್ರದ ಅಗತ್ಯವಿದೆ ಎಂದರು.
The Prime Minister said that the Ayushman Bharat scheme will go a long way in ending social imbalance, and ensuring social justice in the country.	ಆಯುಷ್ಮಾನ್ ಭಾರತ ಯೋಜನೆ ದೇಶದಲ್ಲಿ ಸಾಮಾಜಿಕ ಅಸಮತೋಲನ ನಿವಾರಿಸುವಲ್ಲಿ ಮತ್ತು ಸಾಮಾಜಿಕ ನ್ಯಾಯವನ್ನು ದೀರ್ಘಾವಧಿವರೆಗೆ ಖಾತರಿಪಡಿಸುತ್ತದೆ ಎಂದು ಪ್ರಧಾನಿ ಹೇಳಿದರು.
He said that in the first phase of this scheme, an effort would be made to bring about a sea change in primary healthcare.	ಈ ಯೋಜನೆಯ ಪ್ರಥಮ ಹಂತದಲ್ಲಿ ಪ್ರಾಥಮಿಕ ಆರೋಗ್ಯ ಸೇವೆಯಲ್ಲಿ ಅಗಾಧ ಬದಲಾವಣೆ ತರುವ ಪ್ರಯತ್ನ ನಡೆದಿದೆ ಎಂದು ಅವರು ಹೇಳಿದರು.
He said sub centres and primary health centres at 1.5 lakh places in the country would now be developed as Health and Wellness Centres.	ದೇಶದ 1.5 ಲಕ್ಷ ಸ್ಥಳಗಳಲ್ಲಿ ಉಪ ಕೇಂದ್ರಗಳು ಮತ್ತು ಪ್ರಾಥಮಿಕ ಆರೋಗ್ಯ ಕೇಂದ್ರಗಳನ್ನು ಈಗ ಆರೋಗ್ಯ ಮತ್ತು ಕ್ಷೇಮ ಕೇಂದ್ರಗಳಾಗಿ ಅಭಿವೃದ್ಧಿಪಡಿಸಲಾಗುತ್ತಿದೆ ಎಂದರು.
He said the aim is to complete this task by 2022.	2022ರ ಹೊತ್ತಿಗೆ ಈ ಸವಾಲನ್ನು ಪೂರ್ಣಗೊಳಿಸುವ ಗುರಿ ಹೊಂದಲಾಗಿದೆ ಎಂದರು.
He said these Health and Wellness Centres would function like a family doctor for the poor.	ಈ ಆರೋಗ್ಯ ಮತ್ತು ಕ್ಷೇಮ ಕೇಂದ್ರಗಳು ಬಡಜನರಿಗೆ ಕುಟುಂಬದ ವೈದ್ಯರಂತೆ ಕಾರ್ಯ ನಿರ್ವಹಿಸಲಿವೆ ಎಂದರು.
